id,from,to,cost,nodes
1536,1315785446,1315785184,14.63,"['1315785446', '1315785184']"
1537,1315785184,1315785446,14.63,"['1315785184', '1315785446']"
1538,1315785184,1315785509,5.65,"['1315785184', '1315785509']"
1539,1315785509,1315785184,5.65,"['1315785509', '1315785184']"
1540,1315785509,1315785194,11.93,"['1315785509', '1315785194']"
1541,1315785194,1315785509,11.93,"['1315785194', '1315785509']"
1542,1315785194,1315785306,8.68,"['1315785194', '1315785306']"
1543,1315785306,1315785194,8.68,"['1315785306', '1315785194']"
1544,1315785306,1315785196,7.26,"['1315785306', '1315785196']"
1545,1315785196,1315785306,7.26,"['1315785196', '1315785306']"
1546,1315785196,1315785490,22.74,"['1315785196', '1315785490']"
1547,1315785490,1315785196,22.74,"['1315785490', '1315785196']"
1548,1315785462,1315785239,14.76,"['1315785462', '1315785239']"
1549,1315785239,1315785462,14.76,"['1315785239', '1315785462']"
1550,1315785239,1315785249,30.06,"['1315785239', '1315785249']"
1551,1315785249,1315785239,30.06,"['1315785249', '1315785239']"
1552,1315785249,1315785495,31.76,"['1315785249', '1315785495']"
1553,1315785495,1315785249,31.76,"['1315785495', '1315785249']"
1554,1315785495,1315785332,34.85,"['1315785495', '1315785332']"
1555,1315785332,1315785495,34.85,"['1315785332', '1315785495']"
1556,1315785255,1315785446,45.69,"['1315785255', '1315785446']"
1557,1315785446,1315785255,45.69,"['1315785446', '1315785255']"
1558,4705342936,1315785314,21.83,"['4705342936', '1315785314']"
1559,1315785314,4705342936,21.83,"['1315785314', '4705342936']"
1560,1315785314,1315785207,16.65,"['1315785314', '1315785207']"
1561,1315785207,1315785314,16.65,"['1315785207', '1315785314']"
1562,1315785207,1315785647,13.51,"['1315785207', '1315785647']"
1563,1315785647,1315785207,13.51,"['1315785647', '1315785207']"
1564,1315785647,1315785281,12.21,"['1315785647', '1315785281']"
1565,1315785281,1315785647,12.21,"['1315785281', '1315785647']"
1566,1315785281,1315785535,14.98,"['1315785281', '1315785535']"
1567,1315785535,1315785281,14.98,"['1315785535', '1315785281']"
1568,1315785333,1315785274,54.12,"['1315785333', '1315785274']"
1569,1315785274,1315785333,54.12,"['1315785274', '1315785333']"
1570,1315785288,1315785249,30.16,"['1315785288', '1315785643', '1315785249']"
1571,1315785249,1315785288,30.16,"['1315785249', '1315785643', '1315785288']"
1572,1315785265,1315785579,136.28,"['1315785265', '1315785173', '1315785579']"
1573,1315785579,1315785265,136.28,"['1315785579', '1315785173', '1315785265']"
1574,1315785611,1315785242,17.64,"['1315785611', '1315785242']"
1575,1315785242,1315785611,17.64,"['1315785242', '1315785611']"
1576,1315785242,1315785535,34.81,"['1315785242', '1315785535']"
1577,1315785535,1315785242,34.81,"['1315785535', '1315785242']"
1578,1315785535,1315785469,10.75,"['1315785535', '1315785469']"
1579,1315785469,1315785535,10.75,"['1315785469', '1315785535']"
1580,1315785550,1315785459,18.51,"['1315785550', '1315785459']"
1581,1315785459,1315785550,18.51,"['1315785459', '1315785550']"
1582,1315785459,1315785217,16.4,"['1315785459', '1315785217']"
1583,1315785217,1315785459,16.4,"['1315785217', '1315785459']"
1584,1315785217,1315785508,15.14,"['1315785217', '1315785508']"
1585,1315785508,1315785217,15.14,"['1315785508', '1315785217']"
1586,1315785508,1315785282,19.47,"['1315785508', '1315785282']"
1587,1315785282,1315785508,19.47,"['1315785282', '1315785508']"
1588,1315785282,1315785197,19.08,"['1315785282', '1315785197']"
1589,1315785197,1315785282,19.08,"['1315785197', '1315785282']"
1590,1315785560,1315785646,13.81,"['1315785560', '1315785646']"
1591,1315785646,1315785560,13.81,"['1315785646', '1315785560']"
1592,1315785646,1315785349,15.45,"['1315785646', '1315785349']"
1593,1315785349,1315785646,15.45,"['1315785349', '1315785646']"
1594,1315785349,1562117605,16.84,"['1315785349', '1562117605']"
1595,1562117605,1315785349,16.84,"['1562117605', '1315785349']"
1596,1562117605,1315785649,19.04,"['1562117605', '1315785649']"
1597,1315785649,1562117605,19.04,"['1315785649', '1562117605']"
1598,1315785649,1315785213,14.97,"['1315785649', '1315785213']"
1599,1315785213,1315785649,14.97,"['1315785213', '1315785649']"
1600,1315785213,1315785464,18.99,"['1315785213', '1315785464']"
1601,1315785464,1315785213,18.99,"['1315785464', '1315785213']"
1602,1315785464,1315785332,29.13,"['1315785464', '1315785332']"
1603,1315785332,1315785464,29.13,"['1315785332', '1315785464']"
1604,1315785332,1315785491,17.18,"['1315785332', '1315785491']"
1605,1315785491,1315785332,17.18,"['1315785491', '1315785332']"
1606,1315785511,1315785384,44.18,"['1315785511', '1315785384']"
1607,1315785384,1315785511,44.18,"['1315785384', '1315785511']"
1608,1315785292,1315785339,36.93,"['1315785292', '1315785339']"
1609,1315785339,1315785292,36.93,"['1315785339', '1315785292']"
1610,1315785636,1315785529,43.0,"['1315785636', '1315785529']"
1611,1315785529,1315785636,43.0,"['1315785529', '1315785636']"
1612,1315785529,1315785613,63.35,"['1315785529', '1315785613']"
1613,1315785613,1315785529,63.35,"['1315785613', '1315785529']"
1614,1315785411,1315785509,27.46,"['1315785411', '1315785509']"
1615,1315785509,1315785411,27.46,"['1315785509', '1315785411']"
1616,1315785440,1315785600,52.98,"['1315785440', '1315785600']"
1617,1315785600,1315785440,52.98,"['1315785600', '1315785440']"
1618,1315785598,1315785194,48.73,"['1315785598', '1315785194']"
1619,1315785194,1315785598,48.73,"['1315785194', '1315785598']"
1620,1315785266,1315785608,66.29,"['1315785266', '1315785319', '1315785608']"
1621,1315785608,1315785266,66.29,"['1315785608', '1315785319', '1315785266']"
1622,1315785608,1315785475,25.96,"['1315785608', '1315785475']"
1623,1315785475,1315785608,25.96,"['1315785475', '1315785608']"
1624,1315785214,1315785281,22.32,"['1315785214', '1315785281']"
1625,1315785281,1315785214,22.32,"['1315785281', '1315785214']"
1626,1315785570,1315785306,24.81,"['1315785570', '1315785306']"
1627,1315785306,1315785570,24.81,"['1315785306', '1315785570']"
1628,1315785394,1315785261,42.9,"['1315785394', '1315785261']"
1629,1315785261,1315785394,42.9,"['1315785261', '1315785394']"
1630,1315785186,1315785414,134.96,"['1315785186', '1315785416', '1315785502', '1315785414']"
1631,1315785414,1315785186,134.96,"['1315785414', '1315785502', '1315785416', '1315785186']"
1632,1315785618,1315785184,47.09,"['1315785618', '1315785184']"
1633,1315785184,1315785618,47.09,"['1315785184', '1315785618']"
1634,1315785289,1315785282,18.19,"['1315785289', '1315785282']"
1635,1315785282,1315785289,18.19,"['1315785282', '1315785289']"
1636,1315785282,1315785354,41.05,"['1315785282', '1315785354']"
1637,1315785354,1315785282,41.05,"['1315785354', '1315785282']"
1638,1315785477,1315785441,168.28,"['1315785477', '1315785254', '1315785441']"
1639,1315785441,1315785477,168.28,"['1315785441', '1315785254', '1315785477']"
1640,1315785294,1315785495,25.43,"['1315785294', '1315785442', '1315785495']"
1641,1315785495,1315785294,25.43,"['1315785495', '1315785442', '1315785294']"
1642,1315785610,1315785349,39.83,"['1315785610', '1315785349']"
1643,1315785349,1315785610,39.83,"['1315785349', '1315785610']"
1644,1315785407,1315785647,59.91,"['1315785407', '1315785467', '1315785647']"
1645,1315785647,1315785407,59.91,"['1315785647', '1315785467', '1315785407']"
1646,1315785647,1315785176,26.01,"['1315785647', '1315785176']"
1647,1315785176,1315785647,26.01,"['1315785176', '1315785647']"
1648,1315785363,1315785257,40.75,"['1315785363', '1315785382', '1315785257']"
1649,1315785257,1315785363,40.75,"['1315785257', '1315785382', '1315785363']"
1650,1315785605,1315785524,112.25,"['1315785605', '1315785524']"
1651,1315785524,1315785605,112.25,"['1315785524', '1315785605']"
1652,1315785524,1315785206,60.11,"['1315785524', '1315785268', '1315785206']"
1653,1315785206,1315785524,60.11,"['1315785206', '1315785268', '1315785524']"
1654,1315785401,1315785601,73.95,"['1315785401', '1315785538', '1315785601']"
1655,1315785601,1315785401,73.95,"['1315785601', '1315785538', '1315785401']"
1656,1315785252,1315785213,93.6,"['1315785252', '1315785587', '1315785213']"
1657,1315785213,1315785252,93.6,"['1315785213', '1315785587', '1315785252']"
1658,1315785606,1315785622,37.53,"['1315785606', '1315785622']"
1659,1315785622,1315785606,37.53,"['1315785622', '1315785606']"
1660,1315785504,1315785561,112.71,"['1315785504', '1315785561']"
1661,1315785561,1315785504,112.71,"['1315785561', '1315785504']"
1662,1315785589,1315785614,53.27,"['1315785589', '1315785614']"
1663,1315785614,1315785589,53.27,"['1315785614', '1315785589']"
1664,1315785341,1315785427,44.32,"['1315785341', '1315785427']"
1665,1315785427,1315785341,44.32,"['1315785427', '1315785341']"
1666,1315785485,1315785337,57.29,"['1315785485', '1315785337']"
1667,1315785337,1315785485,57.29,"['1315785337', '1315785485']"
1668,1315785208,1315785370,52.25,"['1315785208', '1315785370']"
1669,1315785370,1315785208,52.25,"['1315785370', '1315785208']"
1670,1315785195,1315785219,39.77,"['1315785195', '1315785219']"
1671,1315785219,1315785195,39.77,"['1315785219', '1315785195']"
1672,1315785219,1315785621,63.29,"['1315785219', '1315785621']"
1673,1315785621,1315785219,63.29,"['1315785621', '1315785219']"
1674,1315785392,1315785646,37.67,"['1315785392', '1315785646']"
1675,1315785646,1315785392,37.67,"['1315785646', '1315785392']"
1676,1315785577,1315785649,37.9,"['1315785577', '1315785649']"
1677,1315785649,1315785577,37.9,"['1315785649', '1315785577']"
1678,1315785362,1315785239,35.1,"['1315785362', '1315785417', '1315785239']"
1679,1315785239,1315785362,35.1,"['1315785239', '1315785417', '1315785362']"
1680,1315785595,1315785448,24.1,"['1315785595', '1315785448']"
1681,1315785448,1315785595,24.1,"['1315785448', '1315785595']"
1682,1315785448,1315785248,23.31,"['1315785448', '1315785248']"
1683,1315785248,1315785448,23.31,"['1315785248', '1315785448']"
1684,1315785276,1315785207,97.76,"['1315785276', '1315785408', '1315785207']"
1685,1315785207,1315785276,97.76,"['1315785207', '1315785408', '1315785276']"
1686,1315785207,1315785253,24.24,"['1315785207', '1315785253']"
1687,1315785253,1315785207,24.24,"['1315785253', '1315785207']"
1688,1315785524,1315785325,22.35,"['1315785524', '1315785325']"
1689,1315785325,1315785524,22.35,"['1315785325', '1315785524']"
1690,1315785325,1315785219,16.32,"['1315785325', '1315785219']"
1691,1315785219,1315785325,16.32,"['1315785219', '1315785325']"
1692,1315785219,1315785529,13.39,"['1315785219', '1315785529']"
1693,1315785529,1315785219,13.39,"['1315785529', '1315785219']"
1694,1315785529,1315785476,34.93,"['1315785529', '1315785395', '1315785476']"
1695,1315785476,1315785529,34.93,"['1315785476', '1315785395', '1315785529']"
1696,1315785476,1315785608,15.28,"['1315785476', '1315785608']"
1697,1315785608,1315785476,15.28,"['1315785608', '1315785476']"
1698,1315785608,1315785593,15.56,"['1315785608', '1315785593']"
1699,1315785593,1315785608,15.56,"['1315785593', '1315785608']"
1700,1315785593,1315785448,15.84,"['1315785593', '1315785448']"
1701,1315785448,1315785593,15.84,"['1315785448', '1315785593']"
1702,1315785448,1315785242,14.45,"['1315785448', '1315785242']"
1703,1315785242,1315785448,14.45,"['1315785242', '1315785448']"
1704,1315785451,1315785344,47.26,"['1315785451', '1315785344']"
1705,1315785344,1315785451,47.26,"['1315785344', '1315785451']"
1706,1315785630,1315785257,25.66,"['1315785630', '1315785257']"
1707,1315785257,1315785630,25.66,"['1315785257', '1315785630']"
1708,1315785257,1315785297,18.69,"['1315785257', '1315785297']"
1709,1315785297,1315785257,18.69,"['1315785297', '1315785257']"
1710,1315785380,1315785593,25.59,"['1315785380', '1315785593']"
1711,1315785593,1315785380,25.59,"['1315785593', '1315785380']"
1712,1315785593,1315785243,22.77,"['1315785593', '1315785243']"
1713,1315785243,1315785593,22.77,"['1315785243', '1315785593']"
1714,1315785296,1315785314,43.98,"['1315785296', '1315785314']"
1715,1315785314,1315785296,43.98,"['1315785314', '1315785296']"
1716,1315785314,1315785445,23.89,"['1315785314', '1315785445']"
1717,1315785445,1315785314,23.89,"['1315785445', '1315785314']"
1718,1315785285,1315785479,52.95,"['1315785285', '1315785479']"
1719,1315785479,1315785285,52.95,"['1315785479', '1315785285']"
1720,1315785623,1315785508,52.77,"['1315785623', '1315785508']"
1721,1315785508,1315785623,52.77,"['1315785508', '1315785623']"
1722,1315785508,1315785418,40.41,"['1315785508', '1315785418']"
1723,1315785418,1315785508,40.41,"['1315785418', '1315785508']"
1724,1315785627,1315785196,49.37,"['1315785627', '1315785196']"
1725,1315785196,1315785627,49.37,"['1315785196', '1315785627']"
1726,1315785549,1315785325,40.65,"['1315785549', '1315785325']"
1727,1315785325,1315785549,40.65,"['1315785325', '1315785549']"
1728,1315785325,1315785539,61.84,"['1315785325', '1315785539']"
1729,1315785539,1315785325,61.84,"['1315785539', '1315785325']"
1730,1315785545,1315785197,43.39,"['1315785545', '1315785197']"
1731,1315785197,1315785545,43.39,"['1315785197', '1315785545']"
1732,1315785197,1315785245,62.6,"['1315785197', '1315785245']"
1733,1315785245,1315785197,62.6,"['1315785245', '1315785197']"
1734,1315785192,1315785501,37.42,"['1315785192', '1315785501']"
1735,1315785501,1315785192,37.42,"['1315785501', '1315785192']"
1736,1315785534,1315785362,22.25,"['1315785534', '1315785362']"
1737,1315785362,1315785534,22.25,"['1315785362', '1315785534']"
1738,1315785362,1315785288,31.5,"['1315785362', '1315785288']"
1739,1315785288,1315785362,31.5,"['1315785288', '1315785362']"
1740,1315785288,1315785294,30.65,"['1315785288', '1315785294']"
1741,1315785294,1315785288,30.65,"['1315785294', '1315785288']"
1742,1315785294,1315785464,35.82,"['1315785294', '1315785464']"
1743,1315785464,1315785294,35.82,"['1315785464', '1315785294']"
1744,1316192118,1316196995,22.02,"['1316192118', '1316196995']"
1745,1316196995,1316192118,22.02,"['1316196995', '1316192118']"
1746,1316196995,1316196978,13.7,"['1316196995', '1316196978']"
1747,1316196978,1316196995,13.7,"['1316196978', '1316196995']"
1748,1316196983,1316196985,155.0,"['1316196983', '1316196968', '1316196938', '1316196979', '1316196985']"
1749,1316196985,1316196983,155.0,"['1316196985', '1316196979', '1316196938', '1316196968', '1316196983']"
1750,1316196985,1316196992,67.45,"['1316196985', '1316196975', '1316196970', '1316196992']"
1751,1316196992,1316196985,67.45,"['1316196992', '1316196970', '1316196975', '1316196985']"
1752,1316236320,1316198765,28.95,"['1316236320', '1316198765']"
1753,1316198765,1316236320,28.95,"['1316198765', '1316236320']"
1754,1316198765,1316196978,115.28,"['1316198765', '1316198778', '1316198810', '1316198817', '1316198795', '1316196978']"
1755,1316196978,1316198765,115.28,"['1316196978', '1316198795', '1316198817', '1316198810', '1316198778', '1316198765']"
