id,from,to,cost,nodes
1799,466,492,16.43,"['1316196944', '1316196998']"
1800,466,481,16.91,"['1316196944', '1316196980']"
1801,481,466,16.91,"['1316196980', '1316196944']"
1802,481,469,25.8,"['1316196980', '1316196948']"
1803,469,481,25.8,"['1316196948', '1316196980']"
1804,469,467,9.65,"['1316196948', '1316196945']"
1805,467,469,9.65,"['1316196945', '1316196948']"
1806,479,487,82.45,"['1316196972', '1316196977', '1316196941', '1316196988']"
1807,487,479,82.45,"['1316196988', '1316196941', '1316196977', '1316196972']"
1808,485,470,79.46,"['1316196984', '1316196936', '1316196950', '1316196949']"
1809,470,485,79.46,"['1316196949', '1316196950', '1316196936', '1316196984']"
1810,470,478,169.17,"['1316196949', '1316196937', '1316196962', '1316197005', '1316196996', '1316196955', '1316196956', '1316196940', '1316196969', '1316196974', '1316196958', '1316196964', '1316196971']"
1811,478,470,169.17,"['1316196971', '1316196964', '1316196958', '1316196974', '1316196969', '1316196940', '1316196956', '1316196955', '1316196996', '1316197005', '1316196962', '1316196937', '1316196949']"
1812,483,481,69.55,"['1316196982', '1316196980']"
1813,481,483,69.55,"['1316196980', '1316196982']"
1814,481,474,78.0,"['1316196980', '1316196959']"
1815,474,481,78.0,"['1316196959', '1316196980']"
1816,463,464,53.07,"['1316196935', '1316196997', '1316196939']"
1817,464,463,53.07,"['1316196939', '1316196997', '1316196935']"
1818,472,502,58.83,"['1316196954', '1316198744']"
1819,502,472,58.83,"['1316198744', '1316196954']"
1820,502,526,20.03,"['1316198744', '1316198811']"
1821,526,502,20.03,"['1316198811', '1316198744']"
1822,526,497,19.75,"['1316198811', '1316196993', '1316198732']"
1823,497,526,19.75,"['1316198732', '1316196993', '1316198811']"
1824,497,679,15.22,"['1316198732', '1316236739']"
1825,679,497,15.22,"['1316236739', '1316198732']"
1826,679,476,10.13,"['1316236739', '1316196961']"
1827,476,679,10.13,"['1316196961', '1316236739']"
1828,468,493,56.66,"['1316196946', '1316196987', '1316196999']"
1829,493,468,56.66,"['1316196999', '1316196987', '1316196946']"
1830,476,492,138.03,"['1316196961', '1316196986', '1316196998']"
1831,492,476,138.03,"['1316196998', '1316196986', '1316196961']"
1832,492,488,78.58,"['1316196998', '1316196951', '1316196990']"
1833,488,492,78.58,"['1316196990', '1316196951', '1316196998']"
1834,477,496,50.53,"['1316196963', '1316196965', '1316197003']"
1835,496,477,50.53,"['1316197003', '1316196965', '1316196963']"
1836,638,513,51.94,"['1316236621', '1316198752', '1316198773']"
1837,513,638,51.94,"['1316198773', '1316198752', '1316236621']"
1838,519,524,35.9,"['1316198793', '1316198801']"
1839,524,519,35.9,"['1316198801', '1316198793']"
1840,516,522,51.48,"['1316198784', '1316198798']"
1841,522,516,51.48,"['1316198798', '1316198784']"
1842,522,526,49.08,"['1316198798', '1316198764', '1316198811']"
1843,526,522,49.08,"['1316198811', '1316198764', '1316198798']"
1844,520,512,30.18,"['1316198794', '1316198782', '1316198771']"
1845,512,520,30.18,"['1316198771', '1316198782', '1316198794']"
1846,512,503,33.97,"['1316198771', '1316198747']"
1847,503,512,33.97,"['1316198747', '1316198771']"
1848,515,504,44.29,"['1316198781', '1316198779', '1316198748']"
1849,504,515,44.29,"['1316198748', '1316198779', '1316198781']"
1850,504,611,7.23,"['1316198748', '1316236521']"
1851,611,504,7.23,"['1316236521', '1316198748']"
1852,611,520,4.39,"['1316236521', '1316198794']"
1853,520,611,4.39,"['1316198794', '1316236521']"
1854,520,517,13.32,"['1316198794', '1316198786']"
1855,517,520,13.32,"['1316198786', '1316198794']"
1856,517,525,17.02,"['1316198786', '1316198803']"
1857,525,517,17.02,"['1316198803', '1316198786']"
1858,525,522,17.2,"['1316198803', '1316198798']"
1859,522,525,17.2,"['1316198798', '1316198803']"
1860,522,499,14.84,"['1316198798', '1316198738']"
1861,499,522,14.84,"['1316198738', '1316198798']"
1862,499,607,11.03,"['1316198738', '1316236510']"
1863,607,499,11.03,"['1316236510', '1316198738']"
1864,607,784,6.42,"['1316236510', '1316237089']"
1865,784,607,6.42,"['1316237089', '1316236510']"
1866,784,561,7.36,"['1316237089', '1316236404']"
1867,561,784,7.36,"['1316236404', '1316237089']"
1868,561,802,10.22,"['1316236404', '1316237156']"
1869,802,561,10.22,"['1316237156', '1316236404']"
1870,802,576,15.22,"['1316237156', '1316236430']"
1871,576,802,15.22,"['1316236430', '1316237156']"
1872,576,646,7.09,"['1316236430', '1316236653']"
1873,646,576,7.09,"['1316236653', '1316236430']"
1874,646,511,21.36,"['1316236653', '1316198769']"
1875,511,646,21.36,"['1316198769', '1316236653']"
1876,508,500,50.94,"['1316198763', '1316198740']"
1877,500,508,50.94,"['1316198740', '1316198763']"
1878,505,528,51.21,"['1316198754', '1316198815']"
1879,528,505,51.21,"['1316198815', '1316198754']"
1880,506,507,52.57,"['1316198756', '1316198759']"
1881,507,506,52.57,"['1316198759', '1316198756']"
1882,523,521,52.23,"['1316198800', '1316198796']"
1883,521,523,52.23,"['1316198796', '1316198800']"
1884,518,512,15.19,"['1316198788', '1316198771']"
1885,512,518,15.19,"['1316198771', '1316198788']"
1886,512,514,12.97,"['1316198771', '1316198775']"
1887,514,512,12.97,"['1316198775', '1316198771']"
1888,514,527,49.44,"['1316198775', '1316198734', '1316198813']"
1889,527,514,49.44,"['1316198813', '1316198734', '1316198775']"
1890,504,514,28.77,"['1316198748', '1316198775']"
1891,514,504,28.77,"['1316198775', '1316198748']"
1892,514,498,35.48,"['1316198775', '1316198809', '1316198736']"
1893,498,514,35.48,"['1316198736', '1316198809', '1316198775']"
1894,497,499,48.24,"['1316198732', '1316198738']"
1895,499,497,48.24,"['1316198738', '1316198732']"
1896,499,290,66.47,"['1316198738', '1316198812', '639308698']"
1897,290,499,66.47,"['639308698', '1316198812', '1316198738']"
1898,517,518,31.46,"['1316198786', '1316198788']"
1899,518,517,31.46,"['1316198788', '1316198786']"
1900,518,510,32.87,"['1316198788', '1316198730', '1316198767']"
1901,510,518,32.87,"['1316198767', '1316198730', '1316198788']"
1902,501,525,37.18,"['1316198742', '1316198803']"
1903,525,501,37.18,"['1316198803', '1316198742']"
1904,525,502,56.98,"['1316198803', '1316198758', '1316198750', '1316198744']"
1905,502,525,56.98,"['1316198744', '1316198750', '1316198758', '1316198803']"
1906,821,532,21.29,"['1316237196', '1316236332']"
1907,532,821,21.29,"['1316236332', '1316237196']"
1908,532,647,16.85,"['1316236332', '1316236659']"
1909,647,532,16.85,"['1316236659', '1316236332']"
1910,647,669,14.63,"['1316236659', '1316236708']"
1911,669,647,14.63,"['1316236708', '1316236659']"
1912,669,575,18.2,"['1316236708', '1316236428']"
1913,575,669,18.2,"['1316236428', '1316236708']"
1914,572,765,25.27,"['1316236425', '1316236885', '1316237025']"
1915,765,572,25.27,"['1316237025', '1316236885', '1316236425']"
1916,531,815,67.63,"['1316236331', '1316237187']"
1917,815,531,67.63,"['1316237187', '1316236331']"
1918,577,553,51.91,"['1316236432', '1316236381']"
1919,553,577,51.91,"['1316236381', '1316236432']"
1920,658,612,13.36,"['1316236686', '1316236522']"
1921,612,658,13.36,"['1316236522', '1316236686']"
1922,612,786,13.37,"['1316236522', '1316237102']"
1923,786,612,13.37,"['1316237102', '1316236522']"
1924,786,563,16.68,"['1316237102', '1316236407']"
1925,563,786,16.68,"['1316236407', '1316237102']"
1926,563,602,13.1,"['1316236407', '1316236497']"
1927,602,563,13.1,"['1316236497', '1316236407']"
1928,602,597,13.19,"['1316236497', '1316236481']"
1929,597,602,13.19,"['1316236481', '1316236497']"
1930,597,724,16.01,"['1316236481', '1316236879']"
1931,724,597,16.01,"['1316236879', '1316236481']"
1932,767,827,53.81,"['1316237030', '1316236982', '1316237207']"
1933,827,767,53.81,"['1316237207', '1316236982', '1316237030']"
1934,714,681,17.72,"['1316236853', '1316236745']"
1935,681,714,17.72,"['1316236745', '1316236853']"
1936,681,632,17.37,"['1316236745', '1316236596']"
1937,632,681,17.37,"['1316236596', '1316236745']"
1938,697,732,31.0,"['1316236806', '1316236911']"
1939,732,697,31.0,"['1316236911', '1316236806']"
1940,732,716,30.51,"['1316236911', '1316236857']"
1941,716,732,30.51,"['1316236857', '1316236911']"
1942,793,660,44.15,"['1316237116', '1316236680', '1316236959', '1316236692']"
1943,660,793,44.15,"['1316236692', '1316236959', '1316236680', '1316237116']"
1944,705,675,11.54,"['1316236828', '1316236723']"
1945,675,705,11.54,"['1316236723', '1316236828']"
1946,675,618,13.56,"['1316236723', '1316236544']"
1947,618,675,13.56,"['1316236544', '1316236723']"
1948,618,555,15.43,"['1316236544', '1316236385']"
1949,555,618,15.43,"['1316236385', '1316236544']"
1950,555,708,15.23,"['1316236385', '1316236841']"
1951,708,555,15.23,"['1316236841', '1316236385']"
1952,708,810,11.6,"['1316236841', '1316237164']"
1953,810,708,11.6,"['1316237164', '1316236841']"
1954,810,725,15.44,"['1316237164', '1316236883']"
1955,725,810,15.44,"['1316236883', '1316237164']"
1956,585,583,32.91,"['1316236448', '1316236445']"
1957,583,585,32.91,"['1316236445', '1316236448']"
1958,732,647,38.69,"['1316236911', '1316236659']"
1959,647,732,38.69,"['1316236659', '1316236911']"
1960,647,633,66.24,"['1316236659', '1316236597']"
1961,633,647,66.24,"['1316236597', '1316236659']"
1962,656,615,21.58,"['1316236683', '1316236529']"
1963,615,656,21.58,"['1316236529', '1316236683']"
1964,699,634,25.88,"['1316236808', '1316236599']"
1965,634,699,25.88,"['1316236599', '1316236808']"
1966,634,792,32.67,"['1316236599', '1316237115']"
1967,792,634,32.67,"['1316237115', '1316236599']"
1968,683,702,28.11,"['1316236756', '1316236812']"
1969,702,683,28.11,"['1316236812', '1316236756']"
1970,669,571,67.79,"['1316236708', '1316236322', '1316236424']"
1971,571,669,67.79,"['1316236424', '1316236322', '1316236708']"
1972,651,729,25.66,"['1316236665', '1316236970', '1316236898']"
1973,729,651,25.66,"['1316236898', '1316236970', '1316236665']"
1974,773,537,16.89,"['1316237054', '1316236344']"
1975,537,773,16.89,"['1316236344', '1316237054']"
1976,537,753,19.87,"['1316236344', '1316236984']"
1977,753,537,19.87,"['1316236984', '1316236344']"
1978,643,564,33.0,"['1316236644', '1316236408']"
1979,564,643,33.0,"['1316236408', '1316236644']"
1980,561,652,72.94,"['1316236404', '1316236690', '1316236778', '1316236669']"
1981,652,561,72.94,"['1316236669', '1316236778', '1316236690', '1316236404']"
1982,733,781,33.78,"['1316236913', '1316237082']"
1983,781,733,33.78,"['1316237082', '1316236913']"
1984,749,819,34.55,"['1316236968', '1316237191']"
1985,819,749,34.55,"['1316237191', '1316236968']"
1986,819,764,44.79,"['1316237191', '1316237022']"
1987,764,819,44.79,"['1316237022', '1316237191']"
1988,574,676,32.11,"['1316236427', '1316236724']"
1989,676,574,32.11,"['1316236724', '1316236427']"
1990,676,688,27.03,"['1316236724', '1316236767']"
1991,688,676,27.03,"['1316236767', '1316236724']"
1992,754,588,28.0,"['1316236985', '1316236461']"
1993,588,754,28.0,"['1316236461', '1316236985']"
1994,588,665,22.57,"['1316236461', '1316236701']"
1995,665,588,22.57,"['1316236701', '1316236461']"
1996,665,616,11.24,"['1316236701', '1316236541', '1316236531']"
1997,616,665,11.24,"['1316236531', '1316236541', '1316236701']"
1998,650,550,12.05,"['1316236663', '1316236374']"
1999,550,650,12.05,"['1316236374', '1316236663']"
2000,550,841,15.47,"['1316236374', '1316237235']"
2001,841,550,15.47,"['1316237235', '1316236374']"
2002,841,691,24.41,"['1316237235', '1316236784']"
2003,691,841,24.41,"['1316236784', '1316237235']"
2004,589,709,12.84,"['1316236462', '1316236776', '1316236842']"
2005,709,589,12.84,"['1316236842', '1316236776', '1316236462']"
2006,738,756,27.36,"['1316236928', '1316236998']"
2007,756,738,27.36,"['1316236998', '1316236928']"
2008,756,785,26.48,"['1316236998', '1316237100']"
2009,785,756,26.48,"['1316237100', '1316236998']"
2010,769,731,7.82,"['1316237038', '1316236909']"
2011,731,769,7.82,"['1316236909', '1316237038']"
2012,731,606,13.63,"['1316236909', '1316236508']"
2013,606,731,13.63,"['1316236508', '1316236909']"
2014,606,573,15.3,"['1316236508', '1316236426']"
2015,573,606,15.3,"['1316236426', '1316236508']"
2016,573,739,14.52,"['1316236426', '1316236929']"
2017,739,573,14.52,"['1316236929', '1316236426']"
2018,739,554,16.2,"['1316236929', '1316236383']"
2019,554,739,16.2,"['1316236383', '1316236929']"
2020,554,760,10.57,"['1316236383', '1316237005']"
2021,760,554,10.57,"['1316237005', '1316236383']"
2022,760,727,11.88,"['1316237005', '1316236889']"
2023,727,760,11.88,"['1316236889', '1316237005']"
2024,727,809,40.9,"['1316236889', '1316236946', '1316237163']"
2025,809,727,40.9,"['1316237163', '1316236946', '1316236889']"
2026,809,630,18.71,"['1316237163', '1316236592']"
2027,630,809,18.71,"['1316236592', '1316237163']"
2028,630,779,22.87,"['1316236592', '1316237079']"
2029,779,630,22.87,"['1316237079', '1316236592']"
2030,779,542,18.91,"['1316237079', '1316236355']"
2031,542,779,18.91,"['1316236355', '1316237079']"
2032,791,794,35.51,"['1316237112', '1316237128']"
2033,794,791,35.51,"['1316237128', '1316237112']"
2034,794,828,58.46,"['1316237128', '1316236742', '1316237209']"
2035,828,794,58.46,"['1316237209', '1316236742', '1316237128']"
2036,722,546,12.56,"['1316236875', '1316236365']"
2037,546,722,12.56,"['1316236365', '1316236875']"
2038,546,653,4.99,"['1316236365', '1316236673']"
2039,653,546,4.99,"['1316236673', '1316236365']"
2040,653,759,14.6,"['1316236673', '1316236318', '1316237003']"
2041,759,653,14.6,"['1316237003', '1316236318', '1316236673']"
2042,759,566,16.39,"['1316237003', '1316236411']"
2043,566,759,16.39,"['1316236411', '1316237003']"
2044,566,831,16.4,"['1316236411', '1316237213']"
2045,831,566,16.4,"['1316237213', '1316236411']"
2046,831,605,19.57,"['1316237213', '1316236506']"
2047,605,831,19.57,"['1316236506', '1316237213']"
2048,623,550,55.68,"['1316236565', '1316237076', '1316236374']"
2049,550,623,55.68,"['1316236374', '1316237076', '1316236565']"
2050,735,663,20.89,"['1316236925', '1316236699']"
2051,663,735,20.89,"['1316236699', '1316236925']"
2052,663,594,17.07,"['1316236699', '1316236476']"
2053,594,663,17.07,"['1316236476', '1316236699']"
2054,594,746,40.36,"['1316236476', '1316236957']"
2055,746,594,40.36,"['1316236957', '1316236476']"
2056,746,813,30.8,"['1316236957', '1316236902', '1316237180']"
2057,813,746,30.8,"['1316237180', '1316236902', '1316236957']"
2058,813,535,19.52,"['1316237180', '1316236338']"
2059,535,813,19.52,"['1316236338', '1316237180']"
2060,840,817,38.13,"['1316237234', '1316237189']"
2061,817,840,38.13,"['1316237189', '1316237234']"
2062,671,811,14.9,"['1316236717', '1316237165']"
2063,811,671,14.9,"['1316237165', '1316236717']"
2064,811,568,7.96,"['1316237165', '1316236421']"
2065,568,811,7.96,"['1316236421', '1316237165']"
2066,568,637,8.21,"['1316236421', '1316236614']"
2067,637,568,8.21,"['1316236614', '1316236421']"
2068,637,572,4.8,"['1316236614', '1316236425']"
2069,572,637,4.8,"['1316236425', '1316236614']"
2070,572,651,13.21,"['1316236425', '1316236665']"
2071,651,572,13.21,"['1316236665', '1316236425']"
2072,651,837,12.82,"['1316236665', '1316237230']"
2073,837,651,12.82,"['1316237230', '1316236665']"
2074,837,668,15.86,"['1316237230', '1316236706']"
2075,668,837,15.86,"['1316236706', '1316237230']"
2076,668,543,23.23,"['1316236706', '1316236359']"
2077,543,668,23.23,"['1316236359', '1316236706']"
2078,543,599,18.29,"['1316236359', '1316236490']"
2079,599,543,18.29,"['1316236490', '1316236359']"
2080,599,655,22.94,"['1316236490', '1316236682']"
2081,655,599,22.94,"['1316236682', '1316236490']"
2082,730,802,25.11,"['1316236904', '1316237156']"
2083,802,730,25.11,"['1316237156', '1316236904']"
2084,744,597,31.12,"['1316236951', '1316236481']"
2085,597,744,31.12,"['1316236481', '1316236951']"
2086,597,810,30.87,"['1316236481', '1316237164']"
2087,810,597,30.87,"['1316237164', '1316236481']"
2088,810,751,27.39,"['1316237164', '1316236976']"
2089,751,810,27.39,"['1316236976', '1316237164']"
2090,710,756,18.51,"['1316236843', '1316236998']"
2091,756,710,18.51,"['1316236998', '1316236843']"
2092,756,678,19.48,"['1316236998', '1316236736']"
2093,678,756,19.48,"['1316236736', '1316236998']"
2094,678,682,20.75,"['1316236736', '1316236747']"
2095,682,678,20.75,"['1316236747', '1316236736']"
2096,682,539,18.35,"['1316236747', '1316236349']"
2097,539,682,18.35,"['1316236349', '1316236747']"
2098,539,819,18.71,"['1316236349', '1316237191']"
2099,819,539,18.71,"['1316237191', '1316236349']"
2100,570,710,42.81,"['1316236423', '1316236469', '1316236843']"
2101,710,570,42.81,"['1316236843', '1316236469', '1316236423']"
2102,710,551,9.54,"['1316236843', '1316236378']"
2103,551,710,9.54,"['1316236378', '1316236843']"
2104,551,692,12.78,"['1316236378', '1316236785']"
2105,692,551,12.78,"['1316236785', '1316236378']"
2106,839,672,13.85,"['1316237232', '1316236718']"
2107,672,839,13.85,"['1316236718', '1316237232']"
2108,672,658,11.04,"['1316236718', '1316236686']"
2109,658,672,11.04,"['1316236686', '1316236718']"
2110,658,673,19.53,"['1316236686', '1316236721']"
2111,673,658,19.53,"['1316236721', '1316236686']"
2112,673,705,9.7,"['1316236721', '1316236828']"
2113,705,673,9.7,"['1316236828', '1316236721']"
2114,705,736,30.79,"['1316236828', '1316236926']"
2115,736,705,30.79,"['1316236926', '1316236828']"
2116,690,625,24.18,"['1316236770', '1316236570']"
2117,625,690,24.18,"['1316236570', '1316236770']"
2118,657,580,12.34,"['1316236685', '1316236442']"
2119,580,657,12.34,"['1316236442', '1316236685']"
2120,580,681,12.76,"['1316236442', '1316236745']"
2121,681,580,12.76,"['1316236745', '1316236442']"
